,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
2011-03-07 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,MDLZ,CSCO,TRV
2011-03-21 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,MDLZ,CSCO,TRV
2011-04-04 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,MDLZ,CSCO,TRV
2011-04-18 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,MDLZ,CSCO,TRV
2011-05-02 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,MDLZ,CSCO,TRV
2011-05-16 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,MDLZ,CSCO,TRV
2011-05-30 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,MDLZ,CSCO,TRV
2011-06-13 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,MDLZ,CSCO,TRV
2011-06-27 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,MDLZ,CSCO,TRV
2011-07-11 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,MDLZ,CSCO,TRV
2011-07-25 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,MDLZ,CSCO,TRV
2011-08-08 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,MDLZ,CSCO,TRV
2011-08-22 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,MDLZ,CSCO,TRV
2011-09-05 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,MDLZ,CSCO,TRV
2011-09-19 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,MDLZ,CSCO,TRV
2011-10-03 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,MDLZ,CSCO,TRV
2011-10-17 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,MDLZ,CSCO,TRV
2011-10-31 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,MDLZ,CSCO,TRV
2011-11-14 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,MDLZ,CSCO,TRV
2011-11-28 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,MDLZ,CSCO,TRV
2011-12-12 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,MDLZ,CSCO,TRV
2011-12-26 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,MDLZ,CSCO,TRV
2012-01-09 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,MDLZ,CSCO,TRV
2012-01-23 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,MDLZ,CSCO,TRV
2012-02-06 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,MDLZ,CSCO,TRV
2012-02-20 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,MDLZ,CSCO,TRV
2012-03-05 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,MDLZ,CSCO,TRV
2012-03-19 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,MDLZ,CSCO,TRV
2012-04-02 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,MDLZ,CSCO,TRV
2012-04-16 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,MDLZ,CSCO,TRV
2012-04-30 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,MDLZ,CSCO,TRV
2012-05-14 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,MDLZ,CSCO,TRV
2012-05-28 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,MDLZ,CSCO,TRV
2012-06-11 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,MDLZ,CSCO,TRV
2012-06-25 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,MDLZ,CSCO,TRV
2012-07-09 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,MDLZ,CSCO,TRV
2012-07-23 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,MDLZ,CSCO,TRV
2012-08-06 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,MDLZ,CSCO,TRV
2012-08-20 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,MDLZ,CSCO,TRV
2012-09-03 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,MDLZ,CSCO,TRV
2012-09-17 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,MDLZ,CSCO,TRV
2012-10-01 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,CSCO,TRV,UNH
2012-10-15 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,CSCO,TRV,UNH
2012-10-29 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,CSCO,TRV,UNH
2012-11-12 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,CSCO,TRV,UNH
2012-11-26 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,CSCO,TRV,UNH
2012-12-10 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,CSCO,TRV,UNH
2012-12-24 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,CSCO,TRV,UNH
2013-01-07 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,CSCO,TRV,UNH
2013-01-21 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,CSCO,TRV,UNH
2013-02-04 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,CSCO,TRV,UNH
2013-02-18 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,CSCO,TRV,UNH
2013-03-04 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,CSCO,TRV,UNH
2013-03-18 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,CSCO,TRV,UNH
2013-04-01 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,CSCO,TRV,UNH
2013-04-15 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,CSCO,TRV,UNH
2013-04-29 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,CSCO,TRV,UNH
2013-05-13 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,CSCO,TRV,UNH
2013-05-27 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,CSCO,TRV,UNH
2013-06-10 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,CSCO,TRV,UNH
2013-06-24 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,CSCO,TRV,UNH
2013-07-08 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,CSCO,TRV,UNH
2013-07-22 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,CSCO,TRV,UNH
2013-08-05 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,CSCO,TRV,UNH
2013-08-19 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,CSCO,TRV,UNH
2013-09-02 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,CSCO,TRV,UNH
2013-09-16 00:00:00,MMM,AA,AXP,BA,CAT,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,BAC,CVX,CSCO,TRV,UNH
2013-09-30 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,CVX,CSCO,TRV,UNH,NKE,GS,V
2013-10-14 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,CVX,CSCO,TRV,UNH,NKE,GS,V
2013-10-28 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,CVX,CSCO,TRV,UNH,NKE,GS,V
2013-11-11 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,CVX,CSCO,TRV,UNH,NKE,GS,V
2013-11-25 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,CVX,CSCO,TRV,UNH,NKE,GS,V
2013-12-09 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,CVX,CSCO,TRV,UNH,NKE,GS,V
2013-12-23 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,CVX,CSCO,TRV,UNH,NKE,GS,V
2014-01-06 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,CVX,CSCO,TRV,UNH,NKE,GS,V
2014-01-20 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,CVX,CSCO,TRV,UNH,NKE,GS,V
2014-02-03 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,CVX,CSCO,TRV,UNH,NKE,GS,V
2014-02-17 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,CVX,CSCO,TRV,UNH,NKE,GS,V
2014-03-03 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,CVX,CSCO,TRV,UNH,NKE,GS,V
2014-03-17 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,CVX,CSCO,TRV,UNH,NKE,GS,V
2014-03-31 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,CVX,CSCO,TRV,UNH,NKE,GS,V
2014-04-14 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,CVX,CSCO,TRV,UNH,NKE,GS,V
2014-04-28 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,CVX,CSCO,TRV,UNH,NKE,GS,V
2014-05-12 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,CVX,CSCO,TRV,UNH,NKE,GS,V
2014-05-26 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,CVX,CSCO,TRV,UNH,NKE,GS,V
2014-06-09 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,CVX,CSCO,TRV,UNH,NKE,GS,V
2014-06-23 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,CVX,CSCO,TRV,UNH,NKE,GS,V
2014-07-07 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,CVX,CSCO,TRV,UNH,NKE,GS,V
2014-07-21 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,CVX,CSCO,TRV,UNH,NKE,GS,V
2014-08-04 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,CVX,CSCO,TRV,UNH,NKE,GS,V
2014-08-18 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,CVX,CSCO,TRV,UNH,NKE,GS,V
2014-09-01 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,CVX,CSCO,TRV,UNH,NKE,GS,V
2014-09-15 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,CVX,CSCO,TRV,UNH,NKE,GS,V
2014-09-29 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,CVX,CSCO,TRV,UNH,NKE,GS,V
2014-10-13 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,CVX,CSCO,TRV,UNH,NKE,GS,V
2014-10-27 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,CVX,CSCO,TRV,UNH,NKE,GS,V
2014-11-10 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,CVX,CSCO,TRV,UNH,NKE,GS,V
2014-11-24 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,CVX,CSCO,TRV,UNH,NKE,GS,V
2014-12-08 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,CVX,CSCO,TRV,UNH,NKE,GS,V
2014-12-22 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,CVX,CSCO,TRV,UNH,NKE,GS,V
2015-01-05 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,CVX,CSCO,TRV,UNH,NKE,GS,V
2015-01-19 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,CVX,CSCO,TRV,UNH,NKE,GS,V
2015-02-02 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,CVX,CSCO,TRV,UNH,NKE,GS,V
2015-02-16 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,CVX,CSCO,TRV,UNH,NKE,GS,V
2015-03-02 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,CVX,CSCO,TRV,UNH,NKE,GS,V
2015-03-16 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,T,CVX,CSCO,TRV,UNH,NKE,GS,V
2015-03-30 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL
2015-04-13 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL
2015-04-27 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL
